Category|Descript
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {}, \"GET\": {\"videoId\": [\"W3QqknVtHGw\"]}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en"}, "time": "2016-10-24T17:04:16.302738+00:00", "page": null},
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state"}, "time": "2016-10-24T17:04:17.056639+00:00", "page": null},
video|{"username": "josguarnizo", "event_source": "browser", "name": "load_video", "accept_language": "es-ES,es;q=0.8", "time": "2016-10-24T17:04:17.081276+00:00", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "page": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "host": "opencampus.utpl.edu.ec", "session": "c78c6bc04e8ad46658591b0d0272160e", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "context": {"user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/event"}, "ip": "172.17.45.254", "event": "{\"code\": \"W3QqknVtHGw\", \"id\": \"ba1015d5ea8f4e49af7c498ce5d2d2cf\"}", "event_type": "load_video"},
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {}, \"GET\": {\"videoId\": [\"W3QqknVtHGw\"]}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en"}, "time": "2016-10-24T17:05:31.012283+00:00", "page": null},
video|{"username": "josguarnizo", "event_source": "browser", "name": "load_video", "accept_language": "es-ES,es;q=0.8", "time": "2016-10-24T17:05:31.621782+00:00", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "page": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "host": "opencampus.utpl.edu.ec", "session": "c78c6bc04e8ad46658591b0d0272160e", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "context": {"user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/event"}, "ip": "172.17.45.254", "event": "{\"code\": \"W3QqknVtHGw\", \"id\": \"ba1015d5ea8f4e49af7c498ce5d2d2cf\"}", "event_type": "load_video"},
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state"}, "time": "2016-10-24T17:05:31.669407+00:00", "page": null},
video|{"username": "josguarnizo", "event_source": "browser", "name": "load_video", "accept_language": "es-ES,es;q=0.8", "time": "2016-10-24T17:06:03.275294+00:00", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "page": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "host": "opencampus.utpl.edu.ec", "session": "c78c6bc04e8ad46658591b0d0272160e", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "context": {"user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/event"}, "ip": "172.17.45.254", "event": "{\"code\": \"W3QqknVtHGw\", \"id\": \"ba1015d5ea8f4e49af7c498ce5d2d2cf\"}", "event_type": "load_video"},
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state"}, "time": "2016-10-24T17:06:03.321358+00:00", "page": null},
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {}, \"GET\": {\"videoId\": [\"W3QqknVtHGw\"]}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en"}, "time": "2016-10-24T17:06:07.529494+00:00", "page": null},
video|{"username": "josguarnizo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state", "ip": "172.17.45.254", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es-ES,es;q=0.8", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state"}, "time": "2016-10-24T17:06:08.359382+00:00", "page": null},
video|{"username": "josguarnizo", "event_source": "browser", "name": "load_video", "accept_language": "es-ES,es;q=0.8", "time": "2016-10-24T17:06:08.466992+00:00", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36", "page": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "host": "opencampus.utpl.edu.ec", "session": "c78c6bc04e8ad46658591b0d0272160e", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "context": {"user_id": 3139, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/event"}, "ip": "172.17.45.254", "event": "{\"code\": \"W3QqknVtHGw\", \"id\": \"ba1015d5ea8f4e49af7c498ce5d2d2cf\"}", "event_type": "load_video"},
video|{"username": "RenzoJaramillo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state", "ip": "172.17.43.219", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/xmodule_handler/save_user_state"}, "time": "2016-10-25T21:04:49.545181+00:00", "page": null},
video|{"username": "RenzoJaramillo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en", "ip": "172.17.43.219", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "accept_language": "es", "event": "{\"POST\": {}, \"GET\": {\"videoId\": [\"W3QqknVtHGw\"]}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@ba1015d5ea8f4e49af7c498ce5d2d2cf/handler/transcript/translation/en"}, "time": "2016-10-25T21:04:49.547384+00:00", "page": null},
video|{"username": "RenzoJaramillo", "event_source": "browser", "name": "load_video", "accept_language": "es", "time": "2016-10-25T21:04:53.044375+00:00", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "page": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "host": "opencampus.utpl.edu.ec", "session": "5015c06825a174ef63d74ee484789eb2", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/69ee1539f3e14ef6809a71b55627e4c0/", "context": {"user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/event"}, "ip": "172.17.43.219", "event": "{\"code\": \"W3QqknVtHGw\", \"id\": \"ba1015d5ea8f4e49af7c498ce5d2d2cf\"}", "event_type": "load_video"},
video|{"username": "RenzoJaramillo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/transcript/translation/en", "ip": "172.17.43.219", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/28d5035351ca43e98c92466c2e9a6361/", "accept_language": "es", "event": "{\"POST\": {}, \"GET\": {\"videoId\": [\"W3QqknVtHGw\"]}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/transcript/translation/en"}, "time": "2016-10-25T21:31:34.740110+00:00", "page": null},
video|{"username": "RenzoJaramillo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/xmodule_handler/save_user_state", "ip": "172.17.43.219", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/28d5035351ca43e98c92466c2e9a6361/", "accept_language": "es", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/xmodule_handler/save_user_state"}, "time": "2016-10-25T21:31:35.026854+00:00", "page": null},
video|{"username": "RenzoJaramillo", "event_source": "browser", "name": "load_video", "accept_language": "es", "time": "2016-10-25T21:31:39.311779+00:00", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "page": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/28d5035351ca43e98c92466c2e9a6361/", "host": "opencampus.utpl.edu.ec", "session": "5015c06825a174ef63d74ee484789eb2", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/28d5035351ca43e98c92466c2e9a6361/", "context": {"user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/event"}, "ip": "172.17.43.219", "event": "{\"code\": \"W3QqknVtHGw\", \"id\": \"a869ed96589a46678f76bcfc8779fbf7\"}", "event_type": "load_video"},
video|{"username": "RenzoJaramillo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/transcript/translation/en", "ip": "172.17.43.219", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/28d5035351ca43e98c92466c2e9a6361/", "accept_language": "es", "event": "{\"POST\": {}, \"GET\": {\"videoId\": [\"W3QqknVtHGw\"]}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/transcript/translation/en"}, "time": "2016-10-25T21:33:56.183408+00:00", "page": null},
video|{"username": "RenzoJaramillo", "event_type": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/xmodule_handler/save_user_state", "ip": "172.17.43.219", "agent": "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36", "host": "opencampus.utpl.edu.ec", "referer": "http://opencampus.utpl.edu.ec/courses/course-v1:UTPL+EFHE+2016/courseware/98f91ff6ec8d42768b1eb404c27eae5a/28d5035351ca43e98c92466c2e9a6361/", "accept_language": "es", "event": "{\"POST\": {\"youtube_is_available\": [\"true\"]}, \"GET\": {}}", "event_source": "server", "context": {"course_user_tags": {}, "user_id": 3140, "org_id": "UTPL", "course_id": "course-v1:UTPL+EFHE+2016", "path": "/courses/course-v1:UTPL+EFHE+2016/xblock/block-v1:UTPL+EFHE+2016+type@video+block@a869ed96589a46678f76bcfc8779fbf7/handler/xmodule_handler/save_user_state"}, "time": "2016-10-25T21:33:56.772346+00:00", "page": null},
